,symbol,companyid
858,CCMP-USD-STK,411996
859,CCNE-USD-STK,414450
860,CCO-USD-STK,23499518
861,CCOI-USD-STK,97928
862,CCOR-USD-STK,428023467
863,CCRD-USD-STK,21129
864,CCRN-USD-STK,27189
865,CCS-USD-STK,237656125
866,CCSI-USD-STK,1678014439
867,CCV-USD-STK,689458246
868,CCVI-USD-STK,700821471
869,CCXI-USD-STK,1001491
870,CDAK-USD-STK,314148703
871,CDAQ-USD-STK,714502717
872,CDAY-USD-STK,246737890
873,CDC-USD-STK,260698958
874,CDE-USD-STK,262033
875,CDEV-USD-STK,323581924
876,CDK-USD-STK,1699197
877,CDL-USD-STK,302464780
878,CDLX-USD-STK,61344787
879,CDMO-USD-STK,189510
880,CDNA-USD-STK,9985914
881,CDNS-USD-STK,25941
882,CDR-USD-STK,258736
883,CDRE-USD-STK,1673742616
884,CDW-USD-STK,332700
885,CDXC-USD-STK,5034211
886,CDXS-USD-STK,3160285
887,CDZI-USD-STK,294780
888,CE-USD-STK,405277
889,CECE-USD-STK,247170
890,CECO-USD-STK,247170
891,CEG-USD-STK,3136719
892,CEI-USD-STK,321186586
893,CEIX-USD-STK,530135269
894,CELC-USD-STK,254573983
895,CELH-USD-STK,32343826
896,CELU-USD-STK,408304689
897,CEM-USD-STK,100760818
898,CEMB-USD-STK,201032157
899,CENH-USD-STK,699963778
900,CENN-USD-STK,577740360
901,CENT-USD-STK,325333
902,CENX-USD-STK,356264
903,CERC-USD-STK,145313032
904,CERE-USD-STK,588136531
905,CERN-USD-STK,259627
906,CERS-USD-STK,26334
907,CERT-USD-STK,100474847
908,CET-USD-STK,352003
909,CEVA-USD-STK,3597563
910,CF-USD-STK,22357184
911,CFA-USD-STK,267443592
912,CFAC-USD-STK,681700364
913,CFB-USD-STK,109054242
914,CFFN-USD-STK,399884
915,CFG-USD-STK,46051729
916,CFIV-USD-STK,690591244
917,CFLT-USD-STK,276431142
918,CFMS-USD-STK,22001832
919,CFO-USD-STK,267438858
920,CFR-USD-STK,265176
921,CFV-USD-STK,694424528
922,CFVI-USD-STK,694442677
923,CFX-USD-STK,617309
924,CG-USD-STK,23333
925,CGBD-USD-STK,26149448
926,CGCP-USD-STK,1679217578
927,CGDV-USD-STK,1679217539
928,CGEM-USD-STK,539392639
929,CGEN-USD-STK,166115
930,CGGO-USD-STK,1679217736
931,CGGR-USD-STK,1679217393
932,CGNT-USD-STK,689699538
933,CGNX-USD-STK,26658
934,CGTX-USD-STK,39366358
935,CGUS-USD-STK,1679217717
936,CGW-USD-STK,34454641
937,CGXU-USD-STK,1679217552
938,CHAA-USD-STK,702249126
939,CHCO-USD-STK,261215
940,CHCT-USD-STK,288219415
941,CHD-USD-STK,261105
942,CHDN-USD-STK,260619
943,CHE-USD-STK,260583
944,CHEF-USD-STK,4370094
945,CHGG-USD-STK,27918871
946,CHH-USD-STK,370714
947,CHI-USD-STK,3604815
948,CHIQ-USD-STK,82308320
949,CHK-USD-STK,323857
950,CHKP-USD-STK,26399
951,CHMA-USD-STK,136932688
952,CHNG-USD-STK,423458657
953,CHPM-USD-STK,642424943
954,CHPT-USD-STK,51174327
955,CHRD-USD-STK,37644463
956,CHRS-USD-STK,206928583
957,CHRW-USD-STK,368470
958,CHS-USD-STK,324430
959,CHTR-USD-STK,19609
960,CHUY-USD-STK,139013593
961,CHW-USD-STK,35346072
962,CHWY-USD-STK,272762396
963,CHX-USD-STK,545985501
964,CHY-USD-STK,4863412
965,CI-USD-STK,172899
966,CIBR-USD-STK,303124248
967,CIDM-USD-STK,1571026
968,CIEN-USD-STK,26486
969,CIFR-USD-STK,706582752
970,CII-USD-STK,8974662
971,CIM-USD-STK,36344150
972,CINC-USD-STK,613454849
973,CINF-USD-STK,260681
974,CINT-USD-STK,43249859
975,CIO-USD-STK,253873014
976,CION-USD-STK,144979041
977,CIR-USD-STK,404582
978,CISO-USD-STK,599122853
979,CIT-USD-STK,1475968
980,CITE-USD-STK,707660890
981,CIVB-USD-STK,1016805
982,CIVI-USD-STK,117973925
983,CKPT-USD-STK,286675384
984,CL-USD-STK,262247
985,CLAA-USD-STK,704384023
986,CLAR-USD-STK,25301852
987,CLB-USD-STK,341021
988,CLBK-USD-STK,65030158
989,CLBT-USD-STK,6939353
990,CLDR-USD-STK,54070696
991,CLDT-USD-STK,79145128
992,CLDX-USD-STK,9620565
993,CLF-USD-STK,261738
994,CLFD-USD-STK,247156
995,CLH-USD-STK,26565
996,CLI-USD-STK,338214
997,CLII-USD-STK,687898448
998,CLM-USD-STK,6184205
999,CLNE-USD-STK,1543272
1000,CLNN-USD-STK,339429732
1001,CLOU-USD-STK,605361338
1002,CLOV-USD-STK,321227313
1003,CLPT-USD-STK,1432648
1004,CLR-USD-STK,1534795
1005,CLSD-USD-STK,145617165
1006,CLSK-USD-STK,50979342
1007,CLSM-USD-STK,710927140
1008,CLTL-USD-STK,376363824
1009,CLVR-USD-STK,536633415
1010,CLVS-USD-STK,59220391
1011,CLVT-USD-STK,373723538
1012,CLW-USD-STK,27447874
1013,CLX-USD-STK,89450
1014,CMA-USD-STK,318670
1015,CMAX-USD-STK,633774253
1016,CMBM-USD-STK,614180001
1017,CMBS-USD-STK,170844784
1018,CMC-USD-STK,262639
1019,CMCA-USD-STK,1684797502
1020,CMCO-USD-STK,346334
1021,CMCSA-USD-STK,173341
1022,CMDY-USD-STK,548711626
1023,CME-USD-STK,2004577
1024,CMF-USD-STK,37616397
1025,CMG-USD-STK,26446
1026,CMI-USD-STK,265253
1027,CMLF-USD-STK,683670265
1028,CMLS-USD-STK,27244
1029,CMLT-USD-STK,705650038
1030,CMO-USD-STK,258673
1031,CMP-USD-STK,5381745
1032,CMPR-USD-STK,21009761
1033,CMRE-USD-STK,33026309
1034,CMRX-USD-STK,3280635
1035,CMS-USD-STK,257682
1036,CMTG-USD-STK,325192855
1037,CMTL-USD-STK,262961
1038,CNA-USD-STK,257762
1039,CNBKA-USD-STK,259504
1040,CNC-USD-STK,26273
1041,CNCE-USD-STK,27978054
1042,CND-USD-STK,692885477
1043,CNDA-USD-STK,709461161
1044,CNDB-USD-STK,709462465
1045,CNDT-USD-STK,323756013
1046,CNGL-USD-STK,1676851655
1047,CNHI-USD-STK,102326862
1048,CNK-USD-STK,32389646
1049,CNM-USD-STK,2504079
1050,CNMD-USD-STK,263232
1051,CNNE-USD-STK,268409455
1052,CNO-USD-STK,93578
1053,CNOB-USD-STK,373741
1054,CNP-USD-STK,279513
1055,CNR-USD-STK,31926
1056,CNRG-USD-STK,578353015
1057,CNS-USD-STK,9517028
1058,CNSL-USD-STK,2168124
1059,CNST-USD-STK,44234400
1060,CNTY-USD-STK,354074
1061,CNVY-USD-STK,715881666
1062,CNX-USD-STK,399117
1063,CNXC-USD-STK,9068477
1064,CNXN-USD-STK,380864
1065,CNYA-USD-STK,273493317
1066,COCO-USD-STK,29328309
1067,CODI-USD-STK,25167155
1068,CODX-USD-STK,60358987
1069,COF-USD-STK,336241
1070,COG-USD-STK,258181
1071,COGT-USD-STK,675599465
1072,COHR-USD-STK,309779
1073,COHU-USD-STK,262125
1074,COIN-USD-STK,377154867
1075,COKE-USD-STK,526813
1076,COLB-USD-STK,343830
1077,COLD-USD-STK,8983880
1078,COLL-USD-STK,7490189
1079,COLM-USD-STK,384300
1080,COM-USD-STK,379835816
1081,COMB-USD-STK,424715428
1082,COMM-USD-STK,26765
1083,COMP-USD-STK,224953563
1084,COMT-USD-STK,271828010
1085,CONE-USD-STK,215342183
1086,CONN-USD-STK,7620997
1087,CONX-USD-STK,690514448
1088,COO-USD-STK,263609
1089,COOK-USD-STK,1673203795
1090,COOL-USD-STK,695469145
1091,COOP-USD-STK,36464
1092,COP-USD-STK,296527
1093,COPX-USD-STK,102327242
1094,COR-USD-STK,105768270
1095,CORE-USD-STK,11370596
1096,CORP-USD-STK,113633190
1097,CORT-USD-STK,1423826
1098,CORZ-USD-STK,575837243
1099,COST-USD-STK,92817
1100,COTY-USD-STK,795040
1101,COUP-USD-STK,33192299
1102,COUR-USD-STK,204604732
1103,COWN-USD-STK,799979
1104,COWZ-USD-STK,382012011
1105,CPA-USD-STK,24927091
1106,CPAA-USD-STK,1673157049
1107,CPAR-USD-STK,707258348
1108,CPB-USD-STK,258458
1109,CPE-USD-STK,336027
1110,CPER-USD-STK,142889782
1111,CPF-USD-STK,171759
1112,CPK-USD-STK,260346
1113,CPLG-USD-STK,256691301
1114,CPNG-USD-STK,704377650
1115,CPOP-USD-STK,552814124
1116,CPRI-USD-STK,143971118
1117,CPRT-USD-STK,27023
1118,CPRX-USD-STK,5103575
1119,CPS-USD-STK,4235187
1120,CPSI-USD-STK,2146380
1121,CPSR-USD-STK,669842895
1122,CPSS-USD-STK,326529
1123,CPT-USD-STK,329202
1124,CPTN-USD-STK,600728362
1125,CPUH-USD-STK,701721845
1126,CPZ-USD-STK,635323847
1127,CQQQ-USD-STK,82660688
1128,CR-USD-STK,173927
1129,CRAI-USD-STK,383501
1130,CRBG-USD-STK,23189
1131,CRBN-USD-STK,275429000
1132,CRBU-USD-STK,272189231
1133,CRC-USD-STK,263774786
1134,CRCT-USD-STK,4319784
1135,CRDF-USD-STK,10959548
1136,CRDO-USD-STK,662522214
1137,CREC-USD-STK,712065021
1138,CREE-USD-STK,197012
1139,CRF-USD-STK,6161909
1140,CRGE-USD-STK,69244747
1141,CRGY-USD-STK,564714137
1142,CRHC-USD-STK,681725236
1143,CRI-USD-STK,3004786
1144,CRIS-USD-STK,27159
1145,CRK-USD-STK,560592817
1146,CRL-USD-STK,91093
1147,CRM-USD-STK,122917
1148,CRMD-USD-STK,79611048
1149,CRMT-USD-STK,303785
1150,CRNC-USD-STK,634127183
1151,CRNT-USD-STK,427186
1152,CRNX-USD-STK,280584191
1153,CROX-USD-STK,13639284
1154,CRRCF-USD-STK,681725236
1155,CRS-USD-STK,258937
1156,CRSP-USD-STK,262549448
1157,CRSR-USD-STK,104422749
1158,CRTX-USD-STK,266230063
1159,CRUS-USD-STK,26515
1160,CRVL-USD-STK,273312
1161,CRWD-USD-STK,420347413
1162,CRY-USD-STK,27212
1163,CSCO-USD-STK,19691
1164,CSGP-USD-STK,387127
1165,CSGS-USD-STK,27223
1166,CSII-USD-STK,9345682
1167,CSIQ-USD-STK,29762552
1168,CSL-USD-STK,258791
1169,CSLT-USD-STK,62702188
1170,CSM-USD-STK,61162290
1171,CSOD-USD-STK,520217
1172,CSPR-USD-STK,254955361
1173,CSQ-USD-STK,8387586
1174,CSR-USD-STK,392530
1175,CSSE-USD-STK,347352380
1176,CSTE-USD-STK,27297091
1177,CSTL-USD-STK,60295846
1178,CSTM-USD-STK,184128240
1179,CSTR-USD-STK,325433585
1180,CSV-USD-STK,356618
1181,CSVI-USD-STK,678635
1182,CSWC-USD-STK,19477
1183,CSWI-USD-STK,278895334
1184,CSX-USD-STK,257948
1185,CTAC-USD-STK,690745627
1186,CTAS-USD-STK,260725
1187,CTBI-USD-STK,296863
1188,CTIC-USD-STK,26241
1189,CTKB-USD-STK,422081633
1190,CTLP-USD-STK,400346
1191,CTLT-USD-STK,83345566
1192,CTMX-USD-STK,60504284
1193,CTO-USD-STK,263465
1194,CTOS-USD-STK,609585883
1195,CTRA-USD-STK,258181
1196,CTRE-USD-STK,249997577
1197,CTRN-USD-STK,769264
1198,CTS-USD-STK,258010
1199,CTSH-USD-STK,386024
1200,CTSO-USD-STK,628213
1201,CTT-USD-STK,24672958
1202,CTV-USD-STK,41951608
1203,CTVA-USD-STK,319130234
1204,CTXR-USD-STK,272471835
1205,CTXS-USD-STK,26524
1206,CUBE-USD-STK,4485863
1207,CUBI-USD-STK,3171750
1208,CUE-USD-STK,417883814
1209,CURI-USD-STK,586252637
1210,CURO-USD-STK,228294409
1211,CURV-USD-STK,717722383
1212,CUTR-USD-STK,99457
1213,CUZ-USD-STK,264776
1214,CVA-USD-STK,319157
1215,CVAC-USD-STK,20786046
1216,CVBF-USD-STK,258064
1217,CVCO-USD-STK,258733
1218,CVEO-USD-STK,243907022
1219,CVET-USD-STK,595071570
1220,CVGI-USD-STK,10028455
1221,CVGW-USD-STK,2765632
1222,CVI-USD-STK,5092377
1223,CVII-USD-STK,700823268
1224,CVLG-USD-STK,336548
1225,CVLT-USD-STK,26789
1226,CVM-USD-STK,258746
1227,CVNA-USD-STK,424080297
1228,CVRX-USD-STK,1380491
1229,CVS-USD-STK,93625
1230,CVT-USD-STK,515923
1231,CVX-USD-STK,98506
1232,CW-USD-STK,265386
1233,CWAN-USD-STK,1679676647
1234,CWB-USD-STK,54917357
1235,CWCO-USD-STK,407761
1236,CWEB-USD-STK,403063942
1237,CWEN A-USD-STK,241463154
1238,CWH-USD-STK,249110868
1239,CWI-USD-STK,31267369
1240,CWK-USD-STK,280899653
1241,CWST-USD-STK,26175
1242,CWT-USD-STK,257568
1243,CXM-USD-STK,178990399
1244,CXP-USD-STK,6314678
1245,CXSE-USD-STK,217405502
1246,CXW-USD-STK,166457
1247,CYBE-USD-STK,265334
1248,CYBL-USD-STK,5104176
1249,CYBN-USD-STK,666815486
1250,CYBR-USD-STK,64782764
1251,CYDY-USD-STK,10039157
1252,CYH-USD-STK,26782
1253,CYRX-USD-STK,20991737
1254,CYT-USD-STK,284600473
1255,CYTK-USD-STK,27315
1256,CYXT-USD-STK,560894859
1257,CZOO-USD-STK,593676660
1258,CZR-USD-STK,3133890
1259,D-USD-STK,267105
1260,DAC-USD-STK,28245722
1261,DAKT-USD-STK,330862
1262,DAL-USD-STK,266311
1263,DALS-USD-STK,1673030663
1264,DAN-USD-STK,174336
1265,DAOO-USD-STK,1680292913
1266,DAR-USD-STK,341990
1267,DASH-USD-STK,243735719
1268,DAUG-USD-STK,610952581
1269,DAVE-USD-STK,428692535
1270,DAWN-USD-STK,704589075
1271,DBA-USD-STK,30853938
1272,DBB-USD-STK,30853986
1273,DBC-USD-STK,22546372
1274,DBD-USD-STK,266767
1275,DBDR-USD-STK,686267653
1276,DBE-USD-STK,30853911
1277,DBEF-USD-STK,134106030
1278,DBEU-USD-STK,243133478
1279,DBI-USD-STK,318523
1280,DBMF-USD-STK,588956983
1281,DBO-USD-STK,30853700
1282,DBRG-USD-STK,60839208
1283,DBX-USD-STK,49093148
1284,DC-USD-STK,709029003
1285,DCFC-USD-STK,533260560
1286,DCGO-USD-STK,556150306
1287,DCI-USD-STK,174765
1288,DCO-USD-STK,267761
1289,DCOM-USD-STK,369765
1290,DCPH-USD-STK,8221694
1291,DCRB-USD-STK,689384964
1292,DCRC-USD-STK,704389678
1293,DCRD-USD-STK,707682598
1294,DCRN-USD-STK,700794389
1295,DCT-USD-STK,7942916
1296,DD-USD-STK,768440
1297,DDD-USD-STK,308402
1298,DDM-USD-STK,27776700
1299,DDOG-USD-STK,134521275
1300,DDS-USD-STK,266847
1301,DDWM-USD-STK,318392500
1302,DE-USD-STK,266112
1303,DEA-USD-STK,280529952
1304,DECK-USD-STK,327333
1305,DEED-USD-STK,654428678
1306,DEF-USD-STK,30717423
1307,DEH-USD-STK,671952701
1308,DEI-USD-STK,27666920
1309,DELL-USD-STK,266017
1310,DEM-USD-STK,35615252
1311,DEN-USD-STK,27490
1312,DENN-USD-STK,28565
1313,DES-USD-STK,27778311
1314,DESP-USD-STK,125775
1315,DFAE-USD-STK,684162193
1316,DFAI-USD-STK,684161359
1317,DFAR-USD-STK,1760559695
1318,DFAS-USD-STK,28113115
1319,DFAU-USD-STK,684170361
1320,DFCF-USD-STK,1677875588
1321,DFE-USD-STK,27670192
1322,DFEB-USD-STK,650333364
1323,DFEM-USD-STK,1760559084
1324,DFEN-USD-STK,427185794
1325,DFEV-USD-STK,1760559109
1326,DFGR-USD-STK,1802681142
1327,DFH-USD-STK,549296186
1328,DFIC-USD-STK,1760559396
1329,DFIN-USD-STK,328967194
1330,DFIP-USD-STK,1677884389
1331,DFIS-USD-STK,1760559252
1332,DFLV-USD-STK,1802681146
1333,DFNM-USD-STK,1677885391
1334,DFP-USD-STK,237171506
1335,DFS-USD-STK,3695566
1336,DFSD-USD-STK,1677882666
1337,DFSV-USD-STK,1760559408
1338,DFUV-USD-STK,1760850217
1339,DG-USD-STK,266974
1340,DGICA-USD-STK,267024
1341,DGII-USD-STK,266694
1342,DGNR-USD-STK,678472552
1343,DGNS-USD-STK,693596802
1344,DGNU-USD-STK,706251896
1345,DGRO-USD-STK,263934819
1346,DGRW-USD-STK,234672035
1347,DGS-USD-STK,38686038
1348,DGX-USD-STK,361335
1349,DH-USD-STK,1678202500
1350,DHC-USD-STK,405201
1351,DHCA-USD-STK,703853884
1352,DHF-USD-STK,3591360
1353,DHHC-USD-STK,700637766
1354,DHI-USD-STK,107405
1355,DHIL-USD-STK,406810
1356,DHR-USD-STK,265621
1357,DHS-USD-STK,27777876
1358,DHT-USD-STK,24003065
1359,DHX-USD-STK,27845
1360,DHY-USD-STK,3596777
1361,DIA-USD-STK,6184218
1362,DIAL-USD-STK,530390171
1363,DIAX-USD-STK,20347106
1364,DIBS-USD-STK,129622619
1365,DICE-USD-STK,304428089
1366,DIHP-USD-STK,1760559247
1367,DIN-USD-STK,30133
1368,DINO-USD-STK,178254
1369,DIOD-USD-STK,266907
1370,DIS-USD-STK,191564
1371,DISA-USD-STK,706837794
1372,DISCA-USD-STK,22666093
1373,DISH-USD-STK,110001
1374,DISV-USD-STK,1760559257
1375,DIV-USD-STK,228909813
1376,DIVB-USD-STK,533722844
1377,DIVO-USD-STK,377157326
1378,DJCO-USD-STK,265499
1379,DJD-USD-STK,314557251
1380,DK-USD-STK,25836053
1381,DKNG-USD-STK,648976269
1382,DKS-USD-STK,27561
1383,DLB-USD-STK,1560395
1384,DLN-USD-STK,27778205
1385,DLO-USD-STK,713791956
1386,DLR-USD-STK,11041860
1387,DLS-USD-STK,27777960
1388,DLTH-USD-STK,47242142
1389,DLTR-USD-STK,27685
1390,DLX-USD-STK,266430
1391,DLY-USD-STK,637859501
1392,DM-USD-STK,315393796
1393,DMAR-USD-STK,701684884
1394,DMRC-USD-STK,46271970
1395,DMS-USD-STK,244800711
1396,DMTK-USD-STK,732221
1397,DMXF-USD-STK,662352553
1398,DMYI-USD-STK,692145202
1399,DMYQ-USD-STK,704709878
1400,DMYS-USD-STK,1671938560
1401,DNA-USD-STK,130407341
1402,DNAA-USD-STK,712573318
1403,DNAB-USD-STK,712573280
1404,DNAC-USD-STK,712573224
1405,DNAD-USD-STK,712573292
1406,DNAY-USD-STK,229103152
1407,DNB-USD-STK,27755
1408,DNL-USD-STK,27777990
1409,DNLI-USD-STK,301283598
1410,DNMR-USD-STK,266353280
1411,DNOV-USD-STK,636190546
1412,DNOW-USD-STK,247252999
1413,DNP-USD-STK,267819
1414,DNUT-USD-STK,411254
1415,DO-USD-STK,338612
1416,DOC-USD-STK,240823191
1417,DOCN-USD-STK,419283817
1418,DOCS-USD-STK,128585388
1419,DOCU-USD-STK,9817309
1420,DOG-USD-STK,27776447
1421,DOGZ-USD-STK,430995228
1422,DOL-USD-STK,27777915
1423,DOLE-USD-STK,30301231
1424,DOMA-USD-STK,599084614
1425,DOMO-USD-STK,137414956
1426,DON-USD-STK,27778107
1427,DOOR-USD-STK,386673
1428,DORM-USD-STK,299160
1429,DOUG-USD-STK,3160361
1430,DOV-USD-STK,174901
1431,DOW-USD-STK,9830660
1432,DOX-USD-STK,24686
1433,DPCS-USD-STK,1685942125
1434,DPG-USD-STK,9502535
1435,DPLS-USD-STK,214424853
1436,DPST-USD-STK,282278119
1437,DPZ-USD-STK,3132512
1438,DRAY-USD-STK,714668741
1439,DRE-USD-STK,267906
1440,DRH-USD-STK,10394675
1441,DRI-USD-STK,336160
1442,DRIO-USD-STK,142428380
1443,DRIV-USD-STK,549116903
1444,DRLL-USD-STK,1795970621
1445,DRNA-USD-STK,39280611
1446,DRQ-USD-STK,367578
1447,DRRX-USD-STK,27768
1448,DRS-USD-STK,144258
1449,DRSK-USD-STK,570412424
1450,DRTS-USD-STK,531816986
1451,DRVN-USD-STK,699259690
1452,DS-USD-STK,2557861
1453,DSAQ-USD-STK,1677021097
1454,DSEP-USD-STK,678353306
1455,DSEY-USD-STK,706052106
1456,DSGN-USD-STK,625814292
1457,DSGR-USD-STK,1762833848
1458,DSI-USD-STK,30273425
1459,DSKE-USD-STK,241243160
1460,DSL-USD-STK,226209879
1461,DSP-USD-STK,115222699
1462,DSPG-USD-STK,27743
1463,DSSI-USD-STK,600319941
1464,DSTL-USD-STK,580269469
1465,DSU-USD-STK,3590954
1466,DSX-USD-STK,20759906
1467,DT-USD-STK,628406634
1468,DTC-USD-STK,1684284028
1469,DTD-USD-STK,27778286
1470,DTE-USD-STK,266598
1471,DTH-USD-STK,27777691
1472,DTIL-USD-STK,41018856
1473,DTM-USD-STK,710475650
1474,DTN-USD-STK,27777807
1475,DTOC-USD-STK,704395581
1476,DTRT-USD-STK,1673739301
1477,DUHP-USD-STK,1760559985
1478,DUK-USD-STK,267850
1479,DUOL-USD-STK,210235568
1480,DV-USD-STK,707993341
1481,DVA-USD-STK,35644
1482,DVAX-USD-STK,423490
1483,DVN-USD-STK,266510
1484,DVY-USD-STK,22699479
1485,DVYE-USD-STK,171192407
1486,DWAC-USD-STK,715145893
1487,DWAS-USD-STK,214451106
1488,DWLD-USD-STK,380578282
1489,DWM-USD-STK,27777564
1490,DWX-USD-STK,41317732
1491,DX-USD-STK,299081
1492,DXC-USD-STK,263093
1493,DXCM-USD-STK,114039
1494,DXD-USD-STK,28040374
1495,DXJ-USD-STK,27778035
1496,DXLG-USD-STK,266462
1497,DXPE-USD-STK,382071
1498,DY-USD-STK,268141
1499,DYN-USD-STK,608699906
1500,DZSI-USD-STK,301213735
1501,EA-USD-STK,27963
1502,EAD-USD-STK,4068071
1503,EAF-USD-STK,35922
1504,EAGG-USD-STK,564079083
1505,EAR-USD-STK,285793760
1506,EAT-USD-STK,260858
1507,EB-USD-STK,45534830
1508,EBAY-USD-STK,27862
1509,EBC-USD-STK,13497672
1510,EBET-USD-STK,693611824
1511,EBF-USD-STK,269621
1512,EBIX-USD-STK,266099
1513,EBND-USD-STK,127589578
1514,EBON-USD-STK,309176246
1515,EBS-USD-STK,13627017
1516,EBSB-USD-STK,37443258
1517,ECAT-USD-STK,716733354
1518,ECC-USD-STK,265737294
1519,ECH-USD-STK,39088208
1520,ECHO-USD-STK,28610038
1521,ECL-USD-STK,268799
1522,ECOL-USD-STK,249726
1523,ECOM-USD-STK,25234
1524,ECPG-USD-STK,400829
1525,ECVT-USD-STK,433871442
1526,ED-USD-STK,263295
1527,EDD-USD-STK,34049597
1528,EDIT-USD-STK,252050056
1529,EDIV-USD-STK,127573431
1530,EDOC-USD-STK,674482665
1531,EDR-USD-STK,614784871
1532,EDV-USD-STK,39505632
1533,EE-USD-STK,1763672656
1534,EEFT-USD-STK,28274
1535,EELV-USD-STK,145962352
1536,EEM-USD-STK,8797528
1537,EEMA-USD-STK,169246672
1538,EEMS-USD-STK,139511718
1539,EEMV-USD-STK,141889129
1540,EES-USD-STK,32849098
1541,EFA-USD-STK,8797589
1542,EFAV-USD-STK,141887576
1543,EFAX-USD-STK,323713415
1544,EFC-USD-STK,35699641
1545,EFG-USD-STK,25287952
1546,EFIV-USD-STK,670827761
1547,EFR-USD-STK,6676596
1548,EFSC-USD-STK,3109911
1549,EFT-USD-STK,9848158
1550,EFTR-USD-STK,240590335
1551,EFV-USD-STK,25287889
1552,EFX-USD-STK,175749
1553,EGAN-USD-STK,27928
1554,EGBN-USD-STK,526429
1555,EGHT-USD-STK,362956
1556,EGIO-USD-STK,2495180
1557,EGLE-USD-STK,21934749
1558,EGP-USD-STK,268472
1559,EGRX-USD-STK,3474216
1560,EGY-USD-STK,416628
1561,EHAB-USD-STK,667880480
1562,EHC-USD-STK,29374
1563,EHTH-USD-STK,27933
1564,EIDO-USD-STK,105600652
1565,EIG-USD-STK,30484431
1566,EIGR-USD-STK,52776077
1567,EIM-USD-STK,3606121
1568,EIX-USD-STK,301891
1569,EJFA-USD-STK,703854401
1570,EJH-USD-STK,633367441
1571,EL-USD-STK,207221
1572,ELAN-USD-STK,576158911
1573,ELEK-USD-STK,226568230
1574,ELEV-USD-STK,677867568
1575,ELF-USD-STK,104554559
1576,ELME-USD-STK,313393
1577,ELMS-USD-STK,697835242
1578,ELS-USD-STK,31097
1579,ELV-USD-STK,160077
1580,ELVN-USD-STK,693128628
1581,ELY-USD-STK,25981
1582,ELYM-USD-STK,603195850
1583,EMAN-USD-STK,527181
1584,EMB-USD-STK,39585832
1585,EMBC-USD-STK,714010553
1586,EMBK-USD-STK,530020376
1587,EMCR-USD-STK,572582175
1588,EMD-USD-STK,7337626
1589,EME-USD-STK,28014
1590,EMGF-USD-STK,285065157
1591,EMHY-USD-STK,183653985
1592,EMKR-USD-STK,28015
1593,EMLC-USD-STK,109864250
1594,EMLD-USD-STK,1759303098
1595,EMLP-USD-STK,207420197
1596,EMN-USD-STK,109103
1597,EMO-USD-STK,129557242
1598,EMPW-USD-STK,688605971
1599,EMQQ-USD-STK,272410569
1600,EMR-USD-STK,269231
1601,EMWP-USD-STK,302289168
1602,ENDP-USD-STK,28071
1603,ENER-USD-STK,1678071650
1604,ENFA-USD-STK,693100185
1605,ENFN-USD-STK,179668975
1606,ENJY-USD-STK,275469695
1607,ENLC-USD-STK,247475973
1608,ENLV-USD-STK,84011067
1609,ENNV-USD-STK,701465695
1610,ENOB-USD-STK,549849556
1611,ENOV-USD-STK,617309
1612,ENPC-USD-STK,685149375
1613,ENPH-USD-STK,40485464
1614,ENR-USD-STK,262857074
1615,ENS-USD-STK,617490
1616,ENSG-USD-STK,4295645
1617,ENTA-USD-STK,345286
1618,ENTF-USD-STK,1676746684
1619,ENTG-USD-STK,416404
1620,ENV-USD-STK,100058833
1621,ENVA-USD-STK,140577663
1622,ENVI-USD-STK,689999547
1623,ENVX-USD-STK,33112010
1624,ENZC-USD-STK,42996625
1625,EOCW-USD-STK,704994627
1626,EOD-USD-STK,31234984
1627,EOG-USD-STK,269660
1628,EOI-USD-STK,11215693
1629,EOLS-USD-STK,229087176
1630,EOS-USD-STK,12636351
1631,EOSE-USD-STK,144482072
1632,EPAC-USD-STK,251258
1633,EPAM-USD-STK,4773318
1634,EPAY-USD-STK,397072
1635,EPC-USD-STK,411342
1636,EPHY-USD-STK,692644334
1637,EPI-USD-STK,41568906
1638,EPIX-USD-STK,275296588
1639,EPM-USD-STK,355553
1640,EPP-USD-STK,6456795
1641,EPR-USD-STK,171106
1642,EPRT-USD-STK,567714077
1643,EPS-USD-STK,32849104
1644,EPZM-USD-STK,54339075
1645,EQAL-USD-STK,276892668
1646,EQBK-USD-STK,47395004
1647,EQC-USD-STK,277894
1648,EQD-USD-STK,685839523
1649,EQH-USD-STK,543641657
1650,EQIX-USD-STK,28202
1651,EQL-USD-STK,61039357
1652,EQOS-USD-STK,560752051
1653,EQR-USD-STK,28209
1654,EQRX-USD-STK,650773385
1655,EQT-USD-STK,269924
1656,ERAS-USD-STK,595471999
1657,ERC-USD-STK,6165702
1658,ERIE-USD-STK,387618
1659,ERII-USD-STK,42952210
1660,ERTH-USD-STK,29855207
1661,ERUS-USD-STK,115621716
1662,ERX-USD-STK,51234297
1663,ES-USD-STK,292525
1664,ESAB-USD-STK,708077828
1665,ESAC-USD-STK,1683242980
1666,ESE-USD-STK,269960
1667,ESGB-USD-STK,699022997
1668,ESGC-USD-STK,302289168
1669,ESGD-USD-STK,330375360
1670,ESGE-USD-STK,330375417
1671,ESGR-USD-STK,1316707
1672,ESGU-USD-STK,381286509
1673,ESGV-USD-STK,572377934
1674,ESI-USD-STK,157028
1675,ESM-USD-STK,703109360
1676,ESML-USD-STK,550586766
